left,right,factor,global_refine,kkt_tolerance,nx,nz,ny_reynolds,stokes_elements,reynolds_peak,stokes_peak,reynolds_length,stokes_length,reynolds_front,stokes_front,reynolds_front_upper,stokes_front_upper,reynolds_left_censored,stokes_left_censored,reynolds_segments,stokes_segments,stokes_first_relative_x,stokes_lower_trace_front,reynolds_iterations,qp_iterations,polish_iterations,stationarity,min_pressure,min_divergence,complementarity,stokes_seconds,shift
0,24,4,0,1e-11,641,64,16,82048,2.21565206148317,2.12526651799285,6.183375,6.04275,-1.816625,-1.95725,-1.81625,-1.956875,1,1,1,1,-7.999625,-1.95725,79,14,4,1.86517468137026e-14,0,-5.96185818258693e-14,7.85301584415513e-14,103.395544125,1
