left,right,factor,global_refine,kkt_tolerance,nx,nz,ny_reynolds,stokes_elements,reynolds_peak,stokes_peak,reynolds_length,stokes_length,reynolds_front,stokes_front,reynolds_front_upper,stokes_front_upper,reynolds_left_censored,stokes_left_censored,reynolds_segments,stokes_segments,stokes_first_relative_x,stokes_lower_trace_front,reynolds_iterations,qp_iterations,polish_iterations,stationarity,min_pressure,min_divergence,complementarity,stokes_seconds
0,24,4,1,1e-11,1024,64,16,131072,2.2155922266203,2.12533414001531,6.195,6.031125,-1.805,-1.968875,-1.804625,-1.9685,1,1,1,1,-7.999625,-1.968875,79,14,4,7.105427357601e-15,0,-1.74653816734732e-13,6.84335747509505e-14,159.01923225
