right,front_x,front_relative_to_pit,peak_x,peak_pressure,closure_residual
24,10.1857294573198,-1.81427054268021,13.8142705426802,2.21559643040379,3.34177130412172e-14
36,10.0009442499115,-1.99905575008849,13.9990557500885,2.40128894213806,4.90441021128163e-14
60,9.83399826848695,-2.16600173151305,14.1660017315131,2.51063108732518,-2.22044604925031e-16
