left,right,factor,global_refine,kkt_tolerance,nx,nz,ny_reynolds,stokes_elements,reynolds_peak,stokes_peak,reynolds_length,stokes_length,reynolds_front,stokes_front,reynolds_front_upper,stokes_front_upper,reynolds_left_censored,stokes_left_censored,reynolds_segments,stokes_segments,stokes_first_relative_x,stokes_lower_trace_front,reynolds_iterations,qp_iterations,polish_iterations,stationarity,min_pressure,min_divergence,complementarity,stokes_seconds
0,24,2,0,1e-11,384,32,8,24576,2.21570309646177,2.12589877260512,6.17175,6.031125,-1.82825,-1.968875,-1.827875,-1.9685,1,1,1,1,-7.999625,-1.968875,41,14,3,8.61810622865278e-15,0,-2.11047008609664e-14,3.67177322272415e-14,19.247011
