newton_iteration,residual,observed_order
0,46.2211658852889,NaN
1,0.0221446023844144,NaN
2,0.013272289831961,0.0669730803223603
3,0.0079731193674105,0.995482054226125
4,0.00383204803498486,1.43774076163835
5,0.00121194888683421,1.57118431272218
6,0.000249985949450683,1.37128375166949
7,2.03265476101423e-05,1.58970497201442
8,2.27524318473267e-08,2.70774000385671
9,7.67963615663591e-09,0.159837836462568
10,1.70791699055028e-09,1.38412472678847
