mesh,broken,edge_energy_share,conforming,h10
9,6.37421568070022,0.96129771826724,6.81789963235363,1.98877886303122
18,11.1433969700313,0.80885615939972,10.8697467649288,1.99758347600562
27,16.0719793124228,0.715275195387311,14.3655656897092,1.9989675914865
36,20.7317300826226,0.647223919266355,17.2086449456277,NaN
